-2.8,-9.9672,-9.3503
-9.1463,-3.4951,-9.7743
-9.0013,-8.2475,-8.8363
-2.8,-9.9672,2.697
-9.1463,-3.4951,2.273
-9.0013,-8.2475,3.211
-8.7595,-8.7708,-3.438
-2.9888,-9.2905,-2.27
-8.7595,-8.7708,8.6093
-2.9888,-9.2905,9.7773
9.4669,-9.1925,-9.3563
4.1282,-9.3255,-9.0693
9.5786,-2.9742,-8.4703
9.4669,-9.1925,2.691
4.1282,-9.3255,2.978
9.5786,-2.9742,3.577
10.03,-2.8229,-2.903
9.2965,-9.667,-2.719
10.03,-2.8229,9.1443
9.2965,-9.667,9.3283
3.5688,-3.2308,-9.6943
-2.5717,2.8461,-9.3563
9.2581,2.0909,-9.3503
2.9119,8.5631,-9.7743
-2.3978,-3.4075,-8.5963
-7.9104,2.7132,-9.0693
3.0568,3.8106,-8.8363
-2.46,9.0644,-8.4703
3.5688,-3.2308,2.353
-2.5717,2.8461,2.691
9.2581,2.0909,2.697
2.9119,8.5631,2.273
-2.3978,-3.4075,3.451
-7.9104,2.7132,2.978
3.0568,3.8106,3.211
-2.46,9.0644,3.577
3.457,-8.5793,-3.288
-2.5187,-2.5923,-2.595
-2.0089,9.2157,-2.903
3.2987,3.2873,-3.438
9.0694,2.7676,-2.27
-8.5602,-3.0731,-2.596
3.1141,-3.1975,-2.624
-2.7422,2.3716,-2.719
3.457,-8.5793,8.7593
-2.5187,-2.5923,9.4523
-2.0089,9.2157,9.1443
3.2987,3.2873,8.6093
9.0694,2.7676,9.7773
-8.5602,-3.0731,9.4513
3.1141,-3.1975,9.4233
-2.7422,2.3716,9.3283
-8.4699,8.8079,-9.6943
-8.4699,8.8079,2.353
-8.5816,3.4593,-3.288
-8.9245,8.8411,-2.624
-8.5816,3.4593,8.7593
-8.9245,8.8411,9.4233
9.6603,8.6506,-8.5963
9.6603,8.6506,3.451
9.5394,9.4659,-2.595
3.4979,8.985,-2.596
9.5394,9.4659,9.4523
3.4979,8.985,9.4513
-8.944,-9.1986,-9.9843
-8.944,-9.1986,2.063
-8.6654,-9.4178,-2.1
-8.6654,-9.4178,9.9473
9.4464,-8.1821,-8.2563
9.4464,-8.1821,3.791
9.1416,-8.8757,-3.991
9.1416,-8.8757,8.0563
-2.5682,-8.5673,-8.8353
-8.4966,-3.0165,-8.4783
2.7457,-2.0655,-9.2283
-2.5923,3.8566,-8.2563
3.2258,-8.4443,-8.2153
-2.5314,-2.8256,-9.9713
9.4512,-2.6418,-9.9383
3.1141,2.8595,-9.9843
-2.5682,-8.5673,3.212
-8.4966,-3.0165,3.569
2.7457,-2.0655,2.819
-2.5923,3.8566,3.791
3.2258,-8.4443,3.832
-2.5314,-2.8256,2.076
9.4512,-2.6418,2.109
3.1141,2.8595,2.063
3.578,-8.8897,-1.805
-3.124,-3.7844,-3.281
9.0496,-1.9007,-3.499
3.3927,2.6403,-2.1
-2.7959,-8.6635,-3.635
-8.6896,-1.5931,-2.866
4.0828,-2.2472,-3.3
-2.897,3.1629,-3.991
3.578,-8.8897,10.242
-3.124,-3.7844,8.7663
9.0496,-1.9007,8.5483
3.3927,2.6403,9.9473
-2.7959,-8.6635,8.4123
-8.6896,-1.5931,9.1813
4.0828,-2.2472,8.7473
-2.897,3.1629,8.0563
-9.2929,9.9732,-9.2283
-8.8128,3.5944,-8.2153
-2.5874,9.3969,-9.9383
-9.2929,9.9732,2.819
-8.8128,3.5944,3.832
-2.5874,9.3969,2.109
-8.4607,3.1489,-1.805
-2.9891,10.138,-3.499
-7.9558,9.7914,-3.3
-8.4607,3.1489,10.242
-2.9891,10.138,8.5483
-7.9558,9.7914,8.7473
9.4899,3.4908,-8.8353
3.5615,9.0416,-8.4783
9.5267,9.2325,-9.9713
9.4899,3.4908,3.212
3.5615,9.0416,3.569
9.5267,9.2325,2.076
8.9341,8.2737,-3.281
9.2622,3.3946,-3.635
3.3685,10.465,-2.866
8.9341,8.2737,8.7663
9.2622,3.3946,8.4123
3.3685,10.465,9.1813
0.38356,-12.7,-9.0643
0.38356,-12.7,2.983
-5.4262,-13.142,-9.2823
-11.936,-5.7267,-8.7353
-11.655,-0.66097,-9.0643
-12.134,-12.386,-9.0533
-8.92,-11.999,-6.7603
-5.9515,-9.0289,-11.831
-11.979,-3.0694,-12.385
-5.7578,-8.7064,-7.0013
-11.442,-9.1484,-11.917
-2.7745,-12.053,-12.2
-8.7163,-6.1806,-12.385
-9.1356,-12.226,-11.809
-10.679,-12.245,-3.121
-5.4262,-13.142,2.765
-11.936,-5.7267,3.312
-11.655,-0.66097,2.983
-12.134,-12.386,2.994
-6.0619,-11.215,-3.521
-12.609,-6.682,-2.804
-8.92,-11.999,5.287
-2.7872,-11.21,-5.558
-8.7071,-5.5761,-6.148
-11.86,-8.8111,-5.98
-5.9515,-9.0289,0.216
-11.979,-3.0694,-0.338
-5.7578,-8.7064,5.046
-11.507,-2.8028,-5.326
-11.442,-9.1484,0.13
-2.7745,-12.053,-0.153
-8.7163,-6.1806,-0.338
-9.1356,-12.226,0.238
-10.679,-12.245,8.9263
-6.0619,-11.215,8.5263
-12.609,-6.682,9.2433
-2.7872,-11.21,6.4893
-8.7071,-5.5761,5.8993
-11.86,-8.8111,6.0673
-5.9515,-9.0289,12.263
-11.979,-3.0694,11.709
-11.507,-2.8028,6.7213
-11.442,-9.1484,12.177
-2.7745,-12.053,11.894
-8.7163,-6.1806,11.709
-9.1356,-12.226,12.285
6.1795,-12.852,-8.8813
12.16,-5.7072,-8.7353
12.442,-0.64149,-9.0643
6.2686,-6.2517,-9.0183
11.962,-12.367,-9.0533
3.0449,-11.683,-6.2853
6.5621,-9.0836,-11.918
12.118,-3.0499,-12.385
6.7664,-8.827,-6.5533
12.655,-9.1289,-11.917
9.1855,-11.793,-11.263
3.3448,-12.035,-11.907
9.4895,-5.5028,-11.469
13.417,-12.225,-3.121
6.5953,-6.5826,-3.158
6.1795,-12.852,3.166
12.16,-5.7072,3.312
12.442,-0.64149,2.983
6.2686,-6.2517,3.029
11.962,-12.367,2.994
6.2107,-11.63,-2.897
11.488,-6.6625,-2.804
3.0449,-11.683,5.762
9.3644,-5.7595,-5.908
9.2152,-11.816,-6.035
12.237,-8.7916,-5.98
6.5621,-9.0836,0.129
12.118,-3.0499,-0.338
6.7664,-8.827,5.494
12.589,-2.7833,-5.326
12.655,-9.1289,0.13
9.1855,-11.793,0.784
3.3448,-12.035,0.14
9.4895,-5.5028,0.578
13.417,-12.225,8.9263
6.5953,-6.5826,8.8893
6.2107,-11.63,9.1503
11.488,-6.6625,9.2433
9.3644,-5.7595,6.1393
9.2152,-11.816,6.0123
12.237,-8.7916,6.0673
6.5621,-9.0836,12.176
12.118,-3.0499,11.709
12.589,-2.7833,6.7213
12.655,-9.1289,12.177
9.1855,-11.793,12.831
3.3448,-12.035,12.187
9.4895,-5.5028,12.625
0.98076,-6.202,-9.1143
-5.8591,-0.81317,-8.8813
6.632,-1.084,-9.2823
0.12162,6.3314,-8.7353
0.40305,11.397,-9.0643
-5.6427,-4.9116,-9.1453
-5.77,5.787,-9.0183
-0.076368,-0.3281,-9.0533
-2.7372,-6.3548,-6.3593
-8.9937,0.35567,-6.2853
3.1381,0.059397,-6.7603
0.25102,-9.0616,-6.8383
0.05374,-2.9698,-11.997
-5.4765,2.955,-11.918
6.1066,3.0292,-11.831
0.079196,8.9887,-12.385
-5.2722,3.2117,-6.5533
6.3003,3.3517,-7.0013
0.478,-9.0764,-11.839
-5.4256,-2.9734,-12.563
6.562,-2.8751,-12.939
0.61589,2.9097,-11.917
3.462,-5.8336,-12.099
-2.8532,0.24537,-11.263
9.2836,0.0049497,-12.2
3.3418,5.8775,-12.385
-2.5498,-6.4545,-11.968
-8.6939,0.0035355,-11.907
2.9225,-0.16758,-11.809
-2.5491,6.5358,-11.469
-5.0643,-6.4531,-2.897
0.6463,-11.12,-3.15
1.3789,-0.18668,-3.121
-5.4433,5.456,-3.158
0.98076,-6.202,2.933
-5.8591,-0.81317,3.166
6.632,-1.084,2.765
0.12162,6.3314,3.312
0.40305,11.397,2.983
-5.6427,-4.9116,2.902
-5.77,5.787,3.029
-0.076368,-0.3281,2.994
-0.25951,-6.4538,-3.294
-5.828,0.40871,-2.897
5.9963,0.84287,-3.521
-0.55084,5.3761,-2.804
-2.7372,-6.3548,5.688
